num_impute,cate_impute,scale,pca,encode,f1
mean,most,none,pca_0.99_auto,ordinal,0.8586118251928021
mean,most,none,pca_0.99_full,onehot,0.8724760892667375
mean,most,none,pca_0.99_full,ordinal,0.8590534979423868
mean,most,standard,none,onehot,0.88604898828541
mean,most,standard,none,ordinal,0.8682414698162729
mean,most,standard,pca_0.95_auto,onehot,0.88604898828541
mean,most,standard,pca_0.95_auto,ordinal,0.8682414698162729
mean,most,standard,pca_0.95_full,onehot,0.88604898828541
mean,most,standard,pca_0.95_full,ordinal,0.8682414698162729
mean,most,standard,pca_0.99_auto,onehot,0.88604898828541
mean,most,standard,pca_0.99_auto,ordinal,0.8682414698162729
mean,most,standard,pca_0.99_full,onehot,0.88604898828541
mean,most,standard,pca_0.99_full,ordinal,0.8682414698162729
mean,most,minmax,none,onehot,0.8855774348057477
mean,most,minmax,none,ordinal,0.8682414698162729
mean,most,minmax,pca_0.95_auto,onehot,0.8855774348057477
mean,most,minmax,pca_0.95_auto,ordinal,0.8676470588235294
mean,most,minmax,pca_0.95_full,onehot,0.8855774348057477
mean,most,minmax,pca_0.95_full,ordinal,0.8676470588235294
mean,most,minmax,pca_0.99_auto,onehot,0.8855774348057477
mean,most,minmax,pca_0.99_auto,ordinal,0.8676470588235294
mean,most,minmax,pca_0.99_full,onehot,0.8855774348057477
mean,most,minmax,pca_0.99_full,ordinal,0.8676470588235294
median,none,none,none,onehot,0.8874666666666666
median,none,none,none,ordinal,0.8697944122298366
median,none,none,pca_0.95_auto,onehot,0.8576177285318559
median,none,none,pca_0.95_auto,ordinal,0.8638170974155069
median,none,none,pca_0.95_full,onehot,0.8724760892667375
median,none,none,pca_0.95_full,ordinal,0.8590534979423868
median,none,none,pca_0.99_auto,onehot,0.8724760892667375
median,none,none,pca_0.99_auto,ordinal,0.8586118251928021
median,none,none,pca_0.99_full,onehot,0.8724760892667375
median,none,none,pca_0.99_full,ordinal,0.8590534979423868
median,none,standard,none,onehot,0.88604898828541
median,none,standard,none,ordinal,0.8682414698162729
median,none,standard,pca_0.95_auto,onehot,0.88604898828541
median,none,standard,pca_0.95_auto,ordinal,0.8682414698162729
median,none,standard,pca_0.95_full,onehot,0.88604898828541
median,none,standard,pca_0.95_full,ordinal,0.8682414698162729
median,none,standard,pca_0.99_auto,onehot,0.88604898828541
median,none,standard,pca_0.99_auto,ordinal,0.8682414698162729
median,none,standard,pca_0.99_full,onehot,0.88604898828541
median,none,standard,pca_0.99_full,ordinal,0.8682414698162729
median,none,minmax,none,onehot,0.8855774348057477
median,none,minmax,none,ordinal,0.8682414698162729
median,none,minmax,pca_0.95_auto,onehot,0.8855774348057477
median,none,minmax,pca_0.95_auto,ordinal,0.8676470588235294
median,none,minmax,pca_0.95_full,onehot,0.8855774348057477
median,none,minmax,pca_0.95_full,ordinal,0.8676470588235294
median,none,minmax,pca_0.99_auto,onehot,0.8855774348057477
median,none,minmax,pca_0.99_auto,ordinal,0.8676470588235294
median,none,minmax,pca_0.99_full,onehot,0.8855774348057477
median,none,minmax,pca_0.99_full,ordinal,0.8676470588235294
median,most,none,none,onehot,0.8874666666666666
median,most,none,none,ordinal,0.8697944122298366
median,most,none,pca_0.95_auto,onehot,0.8576177285318559
median,most,none,pca_0.95_auto,ordinal,0.8638170974155069
median,most,none,pca_0.95_full,onehot,0.8724760892667375
median,most,none,pca_0.95_full,ordinal,0.8590534979423868
median,most,none,pca_0.99_auto,onehot,0.8724760892667375
median,most,none,pca_0.99_auto,ordinal,0.8586118251928021
median,most,none,pca_0.99_full,onehot,0.8724760892667375
median,most,none,pca_0.99_full,ordinal,0.8590534979423868
median,most,standard,none,onehot,0.88604898828541
median,most,standard,none,ordinal,0.8682414698162729
median,most,standard,pca_0.95_auto,onehot,0.88604898828541
